Id,carat,cut,color,clarity,depth,table,price,x,y,z
355,0.7,Good,G,SI1,61.8,62.0,2155,5.68,5.72,3.52
356,0.3,Ideal,D,SI1,61.7,56.0,552,4.31,4.35,2.67
357,1.06,Ideal,G,VVS2,61.0,57.0,7900,6.55,6.57,4.0
358,1.2,Premium,G,SI2,62.4,58.0,5846,6.77,6.73,4.21
359,1.53,Ideal,F,SI1,61.5,56.0,12616,7.38,7.42,4.56
360,0.55,Very Good,D,SI2,63.3,56.0,1295,5.22,5.24,3.31
361,0.95,Premium,G,SI2,59.5,56.0,3724,6.41,6.36,3.8
362,0.51,Very Good,G,VVS2,63.5,56.0,1842,5.11,5.07,3.23
363,1.13,Premium,E,SI2,59.4,62.0,4040,6.83,6.78,4.04
364,0.71,Ideal,I,VVS2,60.6,57.0,2463,5.73,5.78,3.49
365,0.32,Ideal,D,VS2,61.3,56.0,972,4.41,4.37,2.69
366,1.01,Very Good,G,VS1,63.2,58.0,6618,6.38,6.34,4.02
367,1.0,Very Good,H,SI1,60.0,63.0,4469,6.37,6.34,3.81
368,0.5,Very Good,D,VS2,63.2,60.0,1632,5.04,5.02,3.18
369,1.07,Very Good,E,SI2,61.6,56.0,4824,6.54,6.6,4.05
370,0.32,Ideal,E,VS2,62.1,55.0,639,4.39,4.43,2.74
371,0.8,Fair,E,I1,65.5,54.0,1232,5.84,5.68,3.78
372,0.7,Very Good,F,VS2,62.9,56.0,2400,5.66,5.73,3.58
373,0.31,Very Good,J,VS2,62.3,60.0,380,4.29,4.34,2.69
374,1.12,Ideal,G,VS2,62.1,57.0,6209,6.6,6.63,4.11
375,0.33,Ideal,D,VVS2,61.1,56.0,1021,4.46,4.44,2.72
376,1.47,Premium,I,SI2,61.6,59.0,6403,7.29,7.32,4.5
377,1.04,Premium,D,SI2,61.0,59.0,4724,6.51,6.54,3.98
378,0.9,Very Good,G,VS1,62.7,60.0,4540,6.06,6.13,3.82
379,0.72,Ideal,E,SI2,62.4,57.0,2355,5.73,5.77,3.59
380,0.51,Very Good,E,SI2,59.3,63.0,1427,5.18,5.25,3.09
381,1.5,Premium,G,SI1,60.2,61.0,10219,7.28,7.2,4.36
382,1.26,Premium,J,VS2,62.5,58.0,5015,6.9,6.92,4.32
383,0.32,Premium,I,VS1,61.9,58.0,648,4.4,4.36,2.71
384,0.31,Premium,G,VS1,61.8,59.0,802,4.35,4.32,2.68
385,0.39,Ideal,F,VVS2,61.3,56.0,988,4.73,4.77,2.91
386,0.39,Premium,D,VS2,61.3,58.0,1024,4.73,4.7,2.89
387,0.4,Ideal,E,SI1,61.2,57.0,737,4.7,4.74,2.89
388,0.31,Ideal,E,VS2,62.0,55.0,872,4.35,4.33,2.69
389,1.7,Premium,I,VS2,61.2,59.0,11360,7.62,7.55,4.64
390,0.38,Premium,I,VS2,62.5,58.0,633,4.58,4.61,2.87
391,1.23,Premium,F,VS2,61.2,58.0,9333,6.93,6.87,4.22
392,0.32,Premium,E,SI1,62.2,57.0,720,4.43,4.38,2.74
393,0.31,Very Good,E,SI1,60.1,61.0,544,4.35,4.4,2.63
394,0.54,Ideal,F,VS1,60.9,57.0,1772,5.21,5.26,3.19
395,1.01,Premium,F,SI2,62.7,56.0,4197,6.4,6.35,4.0
396,0.59,Ideal,G,VVS2,61.0,57.0,2131,5.44,5.41,3.31
397,0.72,Premium,J,SI1,62.0,58.0,1879,5.77,5.74,3.57
398,0.33,Very Good,G,VS1,60.8,57.0,681,4.5,4.51,2.74
399,1.06,Ideal,F,VVS2,62.1,57.0,8954,6.5,6.54,4.05
400,1.22,Premium,E,SI1,62.6,58.0,7262,6.78,6.8,4.25
401,1.04,Premium,E,VS2,62.4,58.0,7019,6.56,6.51,4.08
402,0.31,Ideal,I,IF,62.0,54.0,635,4.38,4.4,2.72
403,0.34,Very Good,E,VVS2,61.6,58.0,819,4.5,4.53,2.78
404,0.3,Ideal,G,VS1,61.9,56.0,605,4.29,4.34,2.67
405,1.2,Good,J,VS2,64.3,56.0,4637,6.65,6.57,4.25
406,0.71,Premium,D,SI1,60.7,58.0,2861,5.95,5.78,3.56
407,0.55,Ideal,I,IF,60.1,56.0,2098,5.33,5.38,3.22
408,0.32,Very Good,G,VVS2,62.2,57.0,730,4.36,4.38,2.72
409,1.02,Premium,H,SI2,62.7,59.0,4455,6.41,6.34,4.0
410,0.5,Premium,G,SI2,60.7,57.0,978,5.15,5.07,3.1
411,0.32,Very Good,D,SI1,62.3,55.0,589,4.38,4.42,2.74
412,0.3,Premium,I,VVS2,61.9,61.0,675,4.32,4.28,2.66
413,0.72,Fair,H,SI2,66.0,60.0,1799,5.58,5.51,3.66
414,1.28,Ideal,H,VS2,62.3,56.0,7098,6.97,6.89,4.32
415,1.21,Premium,E,SI1,62.9,58.0,6440,6.79,6.78,4.27
416,1.0,Good,I,VS2,62.6,59.0,4081,6.28,6.33,3.95
417,0.31,Premium,G,VS2,62.2,59.0,698,4.35,4.3,2.69
418,0.51,Very Good,H,VS2,60.1,59.8,1328,5.14,5.19,3.1
419,0.9,Good,I,VVS1,63.6,58.0,4187,6.1,6.14,3.89
420,1.5,Very Good,H,VS2,60.9,59.0,10023,7.37,7.43,4.51
421,0.38,Ideal,D,VS1,61.3,56.0,919,4.68,4.72,2.88
422,0.83,Ideal,G,VS1,62.1,57.0,4181,5.99,6.03,3.73
423,0.52,Ideal,G,VS1,61.2,56.0,1662,5.19,5.22,3.18
424,2.04,Premium,E,SI2,62.7,60.0,15398,8.04,8.0,5.03
425,0.26,Very Good,F,VVS2,61.4,56.0,657,4.14,4.17,2.55
426,0.25,Very Good,I,VVS2,61.6,56.0,455,4.06,4.09,2.51
427,1.02,Fair,G,SI2,65.3,58.0,3787,6.33,6.22,4.1
428,0.53,Ideal,G,VVS2,62.1,54.0,1893,5.18,5.22,3.23
429,0.74,Very Good,G,SI2,63.0,56.0,2277,5.75,5.77,3.63
430,0.31,Premium,F,VS2,60.7,61.0,749,4.4,4.36,2.66
431,1.08,Very Good,F,SI2,63.3,59.0,4167,6.48,6.44,4.09
432,1.25,Ideal,G,VVS1,61.3,56.0,10996,6.95,6.98,4.28
433,1.08,Premium,F,SI2,62.3,58.0,4414,6.55,6.52,4.07
434,0.33,Premium,F,SI2,63.0,58.0,557,4.42,4.4,2.78
435,1.01,Good,H,SI1,63.4,58.0,4559,6.34,6.38,4.03
436,0.9,Premium,D,SI1,62.8,59.0,3997,6.1,6.06,3.82
437,0.33,Ideal,F,VS2,61.2,54.0,854,4.49,4.47,2.74
438,0.71,Premium,F,SI2,62.2,57.0,2040,5.66,5.6,3.5
439,0.92,Good,D,SI2,63.3,59.0,3891,6.12,6.18,3.89
440,1.51,Good,F,VS2,64.0,59.0,8794,7.16,7.08,4.56
441,1.5,Good,H,VS2,63.6,58.0,10478,7.27,7.22,4.61
442,0.74,Ideal,F,VS2,62.1,56.0,3200,5.83,5.79,3.61
443,1.02,Premium,G,VS2,62.6,59.0,6087,6.43,6.39,4.01
444,0.32,Premium,H,VS1,61.6,59.0,524,4.37,4.39,2.7
445,0.41,Premium,G,SI1,62.7,55.0,923,4.8,4.77,3.0
446,1.21,Premium,J,VS1,59.5,60.0,5556,6.99,6.9,4.13
447,0.37,Premium,I,VS1,61.4,59.0,749,4.61,4.55,2.81
448,0.27,Ideal,E,VS1,60.5,56.0,577,4.21,4.22,2.55
449,2.3,Very Good,I,SI2,60.6,60.0,14603,8.51,8.56,5.17
450,0.32,Ideal,D,VS2,62.1,54.0,972,4.46,4.4,2.75
451,0.25,Premium,F,VVS1,60.7,59.0,740,4.1,4.07,2.48
452,1.0,Very Good,G,VS2,63.1,58.0,5723,6.39,6.31,4.01
453,1.0,Premium,E,SI2,59.9,55.0,3612,6.48,6.4,3.86
454,1.58,Ideal,I,SI2,62.3,57.0,6441,7.42,7.34,4.6
455,1.55,Very Good,H,SI1,63.2,57.0,7066,7.35,7.31,4.64
456,1.52,Very Good,F,VS2,63.5,57.0,14217,7.23,7.29,4.61
457,0.54,Ideal,D,VS2,60.9,56.0,1763,5.3,5.27,3.22
458,0.34,Good,H,VS2,63.7,57.0,537,4.42,4.44,2.82
459,1.5,Good,D,SI2,63.4,59.0,8108,7.2,7.25,4.58
460,0.71,Ideal,I,VVS1,62.4,55.0,2559,5.69,5.76,3.57
461,0.7,Premium,G,VS2,59.4,59.0,2657,5.79,5.76,3.43
462,1.83,Premium,I,VS1,61.9,57.0,13711,7.91,7.85,4.88
463,1.01,Very Good,E,SI1,63.3,58.0,5077,6.39,6.37,4.04
464,2.01,Good,E,SI2,60.0,64.0,16733,8.17,8.09,4.88
465,0.73,Ideal,E,SI1,61.5,56.0,3453,5.79,5.82,3.57
466,0.9,Good,G,SI2,63.4,59.0,3303,6.04,6.08,3.84
467,0.73,Ideal,E,SI2,61.0,57.0,2434,5.81,5.87,3.56
468,0.9,Fair,G,I1,66.0,58.0,2310,5.96,5.88,3.91
469,1.09,Premium,H,VS1,60.2,61.0,5951,6.7,6.66,4.02
470,1.56,Very Good,I,SI1,61.3,57.0,9494,7.48,7.54,4.6
471,1.22,Premium,H,SI1,60.6,60.0,6387,6.92,6.85,4.17
472,1.01,Very Good,H,SI2,63.5,58.0,4475,6.29,6.37,4.02
473,1.5,Ideal,H,VVS2,61.3,56.0,8224,7.37,7.28,4.49
474,1.05,Ideal,D,SI2,62.1,58.0,5702,6.49,6.52,4.04
475,0.3,Very Good,D,VVS2,59.3,57.0,719,4.39,4.41,2.61
476,0.41,Premium,F,VS2,62.4,56.0,1107,4.77,4.75,2.97
477,1.37,Ideal,G,VS1,61.1,55.0,11009,7.2,7.16,4.39
478,0.58,Ideal,G,VVS2,61.8,56.0,2133,5.35,5.36,3.31
479,0.7,Premium,I,VS1,61.7,61.0,2234,5.69,5.63,3.49
480,0.33,Ideal,H,VVS1,62.1,53.0,730,4.48,4.5,2.79
481,1.51,Premium,I,SI1,61.8,60.0,7989,7.23,7.3,4.49
482,0.31,Ideal,F,VS1,61.8,56.0,695,4.33,4.36,2.68
483,0.4,Premium,I,VVS1,62.7,59.0,1080,4.71,4.67,2.94
484,1.08,Ideal,J,SI2,61.8,57.0,3537,6.56,6.58,4.06
485,0.7,Ideal,J,SI1,60.4,56.0,1926,5.71,5.74,3.46
486,0.42,Very Good,D,SI1,61.5,58.0,756,4.8,4.83,2.96
487,0.37,Very Good,G,VS2,62.8,60.0,649,4.55,4.59,2.87
488,0.5,Ideal,F,SI1,61.5,55.0,1332,5.16,5.12,3.16
489,1.22,Ideal,H,VS2,62.8,56.0,7584,6.81,6.75,4.26
490,0.3,Ideal,G,VVS2,62.6,53.0,665,4.31,4.35,2.71
491,0.35,Ideal,F,VS2,61.5,57.0,706,4.52,4.55,2.79
492,0.26,Ideal,F,VVS2,61.6,57.0,599,4.08,4.1,2.52
493,0.7,Ideal,I,VVS1,61.4,55.0,2489,5.7,5.76,3.52
494,1.53,Ideal,F,SI1,62.0,56.0,11229,7.43,7.38,4.59
495,1.01,Premium,H,SI2,61.5,60.0,4242,6.4,6.34,3.92
496,0.38,Very Good,G,SI1,57.5,60.0,599,4.83,4.88,2.79
497,0.35,Ideal,H,IF,61.7,54.0,1103,4.55,4.53,2.8
498,1.04,Very Good,H,SI2,62.9,57.0,4435,6.39,6.45,4.04
499,0.37,Premium,G,VS2,59.7,61.0,944,4.72,4.66,2.8
500,0.32,Ideal,H,VVS1,61.9,56.0,936,4.41,4.38,2.72
501,0.53,Ideal,D,VS2,62.2,56.0,1857,5.16,5.19,3.22
502,0.33,Ideal,I,SI1,61.0,57.0,463,4.45,4.47,2.72
503,0.31,Ideal,H,SI1,61.1,57.0,464,4.38,4.42,2.69
504,0.37,Ideal,E,VS1,63.3,54.0,921,4.59,4.63,2.91
505,0.51,Ideal,E,SI1,62.2,57.0,1438,5.08,5.12,3.17
506,0.3,Ideal,E,SI1,61.4,56.0,720,4.36,4.33,2.67
507,0.23,Very Good,D,VS2,61.6,58.0,402,3.96,3.99,2.45
508,1.11,Ideal,D,VS1,61.9,54.0,9870,6.63,6.68,4.12
509,0.9,Premium,G,SI1,62.9,58.0,3774,6.11,6.02,3.82
510,1.71,Premium,I,VS1,60.7,60.0,13097,7.74,7.71,4.69
511,0.42,Very Good,H,SI1,58.6,61.0,761,4.92,4.95,2.89
512,1.27,Ideal,J,SI1,61.4,57.0,5455,6.97,7.0,4.29
513,0.8,Premium,E,SI1,61.2,60.0,2912,5.97,5.95,3.65
514,0.36,Very Good,E,SI1,59.9,60.0,615,4.59,4.62,2.76
515,0.52,Good,D,SI1,63.7,55.0,1605,5.12,5.09,3.25
516,0.35,Premium,F,VS2,61.9,58.0,706,4.48,4.54,2.79
517,1.01,Premium,E,SI1,59.9,59.0,4991,6.49,6.46,3.88
518,0.5,Ideal,D,VVS2,61.4,55.0,2482,5.13,5.16,3.16
519,0.96,Fair,G,I1,64.5,60.0,2068,6.16,6.11,3.96
520,0.3,Ideal,G,IF,60.9,58.0,863,4.32,4.35,2.64
521,1.3,Premium,H,SI2,60.7,59.0,4368,7.06,7.0,4.27
522,0.9,Very Good,G,SI2,60.8,57.0,3909,6.2,6.24,3.78
523,0.71,Very Good,H,SI2,61.8,58.0,2141,5.67,5.73,3.52
524,1.01,Premium,F,SI2,61.7,60.0,4616,6.42,6.36,3.94
525,0.3,Ideal,G,VVS2,61.5,56.0,684,4.31,4.34,2.66
526,0.32,Ideal,J,VS2,61.5,53.0,409,4.44,4.47,2.74
527,0.73,Very Good,I,VVS1,61.9,57.0,2623,5.75,5.79,3.57
528,0.32,Ideal,F,SI1,61.4,54.0,586,4.42,4.44,2.72
529,2.01,Premium,I,SI2,58.2,61.0,13052,8.24,8.2,4.78
530,0.32,Ideal,E,IF,61.4,56.0,1359,4.38,4.42,2.7
531,0.7,Premium,H,VS2,62.2,58.0,2074,5.69,5.72,3.55
532,0.31,Premium,D,SI1,60.9,60.0,732,4.39,4.38,2.67
533,0.5,Very Good,I,SI1,63.4,62.0,1073,5.0,4.95,3.15
534,0.38,Ideal,F,VVS2,61.3,56.2,1010,4.69,4.71,2.88
535,1.08,Ideal,H,VS2,61.8,56.0,5625,6.59,6.55,4.06
536,0.32,Ideal,F,VVS1,62.1,54.0,912,4.41,4.42,2.74
537,0.4,Ideal,F,VS1,62.7,55.0,1050,4.76,4.74,2.98
538,0.7,Ideal,J,SI1,61.0,56.0,2096,5.69,5.82,3.51
539,0.44,Ideal,D,VS2,60.4,56.0,1155,4.95,4.91,2.98
540,0.51,Premium,D,SI1,60.1,60.0,1569,5.15,5.17,3.1
541,0.33,Good,E,SI1,63.4,55.0,579,4.37,4.4,2.78
542,0.9,Premium,H,SI1,62.4,56.0,3095,6.13,6.05,3.8
543,0.42,Ideal,F,VVS2,61.6,55.0,1069,4.84,4.87,2.99
544,2.1,Ideal,H,SI1,62.9,57.0,18648,8.19,8.12,5.13
545,1.09,Ideal,H,VS2,61.4,57.0,6419,6.61,6.65,4.07
546,0.32,Ideal,D,VS2,61.9,55.0,972,4.43,4.39,2.73
547,1.02,Very Good,H,SI2,58.3,61.0,4004,6.57,6.63,3.85
548,1.25,Premium,G,VVS1,62.0,58.0,7389,6.96,6.87,4.29
549,1.05,Premium,G,IF,60.6,60.0,9012,6.59,6.57,3.99
550,1.2,Premium,D,SI2,62.6,57.0,5551,6.84,6.74,4.25
551,0.32,Ideal,G,VVS1,61.9,56.0,842,4.39,4.4,2.72
552,0.84,Good,F,I1,60.8,64.0,1749,6.05,6.03,3.67
553,1.16,Premium,F,VS2,62.7,58.0,7003,6.71,6.65,4.19
554,0.9,Very Good,G,SI2,64.2,60.0,3437,6.02,6.09,3.89
555,1.28,Premium,J,SI2,62.3,58.0,4553,6.89,6.94,4.31
556,0.4,Premium,H,SI1,62.8,59.0,855,4.69,4.67,2.94
557,0.51,Premium,G,VS1,61.1,58.0,1656,5.12,5.19,3.15
558,1.01,Good,E,SI1,64.7,57.0,4608,6.22,6.29,4.05
559,1.5,Very Good,E,SI2,63.5,59.0,9450,7.28,7.25,4.61
560,1.04,Premium,G,IF,60.7,58.0,8813,6.65,6.52,4.0
561,0.73,Premium,G,I1,62.5,58.0,1395,5.82,5.74,3.61
562,0.27,Ideal,G,VS2,61.5,56.0,490,4.16,4.18,2.56
563,0.5,Premium,E,VS2,61.3,56.0,1629,5.16,5.11,3.15
564,0.71,Premium,H,SI2,60.5,60.0,2224,5.81,5.73,3.49
565,0.71,Premium,F,VS1,62.2,58.0,2832,5.72,5.66,3.54
566,0.56,Ideal,D,VVS1,61.9,56.0,3496,5.32,5.28,3.28
567,0.3,Premium,E,VVS2,61.5,60.0,789,4.28,4.31,2.64
568,0.9,Good,G,VS2,64.4,62.0,4135,5.97,6.02,3.86
569,1.2,Premium,J,SI2,61.7,57.0,3782,6.85,6.79,4.21
570,0.82,Premium,H,VS2,62.6,59.0,2939,5.99,5.93,3.73
571,0.9,Premium,D,SI1,62.7,58.0,4304,6.15,6.09,3.84
572,1.1,Premium,G,SI2,63.0,59.0,3696,6.5,6.47,0.0
573,0.3,Very Good,J,VS2,63.4,57.0,473,4.26,4.22,2.69
574,0.31,Premium,E,VS2,62.6,58.0,872,4.33,4.29,2.7
575,0.34,Ideal,G,IF,61.7,55.0,1014,4.48,4.5,2.77
576,0.31,Ideal,F,VS2,61.9,55.0,757,4.37,4.39,2.71
577,0.31,Ideal,F,VS2,62.1,57.0,625,4.34,4.36,2.7
578,0.4,Ideal,F,SI2,62.1,54.0,677,4.75,4.78,2.96
579,0.91,Premium,H,VS1,59.2,62.0,3881,6.2,6.14,3.65
580,0.91,Fair,I,SI2,65.0,58.0,2129,6.05,6.02,3.92
581,0.92,Premium,D,SI2,59.4,59.0,3877,6.39,6.28,3.76
582,1.05,Very Good,G,SI2,61.6,60.0,4241,6.49,6.56,4.02
583,1.72,Premium,F,SI1,62.0,58.0,14892,7.68,7.65,4.75
584,1.01,Very Good,E,VVS2,61.5,58.0,9002,6.4,6.44,3.95
585,0.51,Very Good,D,SI2,61.5,59.0,1108,5.07,5.14,3.14
586,0.7,Good,F,SI1,61.1,61.0,2445,5.68,5.71,3.48
587,0.4,Ideal,F,VS1,62.7,55.0,982,4.74,4.76,2.98
588,0.35,Ideal,H,VVS1,61.5,57.0,1024,4.54,4.53,2.79
589,0.74,Ideal,G,SI1,61.3,55.0,2852,5.85,5.86,3.59
590,0.55,Ideal,G,VS2,61.8,55.0,1715,5.25,5.3,3.26
591,1.85,Very Good,H,I1,63.3,56.0,5688,7.8,7.75,4.92
592,0.56,Premium,E,VS2,61.0,62.0,1882,5.36,5.28,3.24
593,0.32,Ideal,E,VS2,62.0,55.0,702,4.39,4.41,2.73
594,1.05,Ideal,G,SI1,59.7,56.0,5204,6.67,6.64,3.97
595,0.77,Premium,G,SI2,61.3,58.0,2129,5.94,5.88,3.62
596,1.05,Ideal,G,VVS2,61.9,57.0,8645,6.51,6.54,4.04
597,0.32,Ideal,F,VS2,61.9,57.0,688,4.36,4.37,2.71
598,1.63,Ideal,E,VS2,61.3,55.0,17825,7.6,7.63,4.67
599,0.31,Premium,H,VVS1,62.1,58.0,907,4.36,4.33,2.7
600,1.03,Very Good,F,VS1,60.2,55.0,6733,6.62,6.56,3.97
601,0.36,Ideal,E,VS1,61.6,57.0,1094,4.58,4.54,2.81
602,1.01,Premium,H,SI2,60.3,60.0,4638,6.49,6.47,3.91
603,1.51,Premium,H,SI1,59.9,60.0,9261,7.45,7.4,4.45
604,2.01,Ideal,J,SI2,62.1,56.0,12814,8.06,8.13,5.03
605,1.2,Ideal,E,VVS2,61.5,57.0,11883,6.79,6.89,4.21
606,0.4,Very Good,E,VS2,59.1,60.0,814,4.81,4.84,2.85
607,1.0,Good,H,SI2,63.2,59.0,3874,6.24,6.29,3.96
608,0.54,Very Good,D,SI1,63.2,55.0,1667,5.21,5.17,3.28
609,1.13,Premium,J,VS1,61.1,59.0,4873,6.74,6.67,4.1
610,1.02,Premium,G,SI1,61.1,58.0,5255,6.52,6.48,3.97
611,0.42,Premium,D,SI1,62.1,59.0,1040,4.79,4.77,2.97
612,0.64,Ideal,I,SI2,61.2,55.0,1257,5.54,5.6,3.41
613,1.0,Very Good,F,VS1,62.6,57.0,6468,6.35,6.42,4.0
614,0.23,Good,E,VS1,56.9,65.0,327,4.05,4.07,2.31
615,1.19,Premium,J,SI1,63.0,54.0,4498,6.82,6.74,4.27
616,1.2,Very Good,E,VVS2,59.5,54.0,12253,6.98,6.96,4.15
617,0.91,Fair,H,VVS1,56.5,67.0,4115,6.38,6.4,3.61
618,0.7,Fair,G,SI1,64.8,59.0,2016,5.65,5.56,3.63
619,2.21,Premium,J,SI2,60.6,62.0,12327,8.45,8.37,5.1
620,0.57,Premium,F,SI1,61.1,60.0,1257,5.44,5.33,3.24
621,0.34,Ideal,G,IF,61.9,57.0,1084,4.48,4.47,2.77
622,0.26,Very Good,E,VS2,62.1,56.0,452,4.11,4.13,2.56
623,0.23,Very Good,E,VVS2,62.8,58.0,505,3.92,3.94,2.47
624,0.31,Ideal,H,VS1,62.1,54.0,698,4.37,4.3,2.69
625,1.03,Ideal,G,SI1,62.5,57.0,5337,6.4,6.49,4.03
626,0.82,Very Good,D,SI1,61.3,56.0,3593,6.02,6.06,3.7
627,0.4,Very Good,G,SI1,63.3,58.0,840,4.69,4.66,2.96
628,1.21,Very Good,H,SI1,62.2,56.0,6194,6.75,6.79,4.21
629,1.01,Very Good,J,SI1,62.2,57.0,4295,6.35,6.39,3.96
630,1.5,Premium,G,VS2,62.5,59.0,12787,7.27,7.23,4.53
631,0.34,Ideal,E,SI1,62.0,57.0,596,4.46,4.48,2.77
632,0.38,Ideal,G,VS1,62.4,54.0,759,4.63,4.67,2.9
633,1.5,Premium,I,SI1,62.3,57.0,7955,7.28,7.22,4.52
634,2.01,Very Good,H,SI1,59.1,58.0,18149,8.29,8.36,4.92
635,2.01,Fair,H,SI2,64.9,56.0,10184,7.88,7.81,5.09
636,1.08,Ideal,G,VS2,61.3,56.0,6586,6.59,6.62,4.05
637,0.91,Very Good,G,SI1,63.6,57.0,3961,6.09,6.12,3.88
638,0.25,Ideal,E,VS2,60.6,57.0,535,4.08,4.11,2.48
639,0.7,Good,E,SI1,59.8,64.0,2079,5.75,5.69,3.42
640,0.4,Very Good,F,VS1,61.3,54.0,890,4.8,4.83,2.95
641,0.9,Ideal,H,SI1,61.5,57.0,3644,6.17,6.23,3.81
642,0.32,Ideal,E,VS1,62.2,54.0,739,4.39,4.42,2.74
643,0.5,Very Good,H,IF,61.4,61.0,1923,5.14,5.03,3.12
644,1.51,Good,I,SI1,63.9,63.0,7233,7.17,7.2,4.59
645,1.5,Ideal,H,SI1,62.0,55.0,10989,7.29,7.34,4.54
646,1.52,Premium,E,SI1,60.2,58.0,10180,7.44,7.37,4.46
647,1.17,Ideal,G,VS2,62.2,57.0,6321,6.75,6.72,4.19
648,0.43,Ideal,E,VS1,63.0,55.0,1094,4.85,4.87,3.06
649,1.0,Good,H,SI2,63.0,56.0,4081,6.31,6.38,4.0
650,0.92,Ideal,F,SI2,61.5,53.0,4691,6.26,6.3,3.86
651,0.36,Ideal,G,VVS2,62.3,56.0,821,4.53,4.56,2.83
652,1.73,Premium,E,SI1,62.6,58.0,16253,7.67,7.59,4.78
653,1.43,Ideal,G,SI1,62.6,57.0,8969,7.18,7.14,4.48
654,1.2,Premium,G,VS1,62.4,58.0,8602,6.82,6.8,4.25
655,0.3,Very Good,E,VS2,62.6,58.0,658,4.25,4.28,2.67
656,0.32,Ideal,E,VVS1,61.7,55.0,1020,4.42,4.39,2.72
657,0.41,Ideal,E,SI2,61.9,57.0,876,4.8,4.76,2.96
658,1.7,Ideal,F,VS2,62.7,55.0,17114,7.54,7.58,4.74
659,1.01,Premium,H,SI1,60.3,59.0,4191,6.45,6.42,3.88
660,0.36,Ideal,G,SI2,61.1,54.0,505,4.61,4.65,2.83
661,0.77,Ideal,E,SI2,62.3,57.0,2689,5.88,5.91,3.67
662,0.7,Very Good,G,VS1,63.1,57.0,2497,5.7,5.61,3.57
663,2.0,Very Good,H,SI2,59.7,61.0,15312,8.15,8.2,4.88
664,2.03,Very Good,I,SI2,61.2,55.0,12714,8.14,8.26,5.02
665,2.05,Premium,J,VS2,62.3,60.0,13543,8.09,8.15,5.06
666,0.58,Ideal,I,VS2,62.0,54.0,1279,5.35,5.39,3.33
667,1.05,Fair,G,VS1,65.6,58.0,7283,6.25,6.38,4.13
668,0.3,Premium,H,VS1,61.0,58.0,526,4.28,4.31,2.62
669,0.74,Ideal,E,VS2,61.7,56.0,3315,5.86,5.81,3.6
670,0.3,Premium,D,SI2,61.0,61.0,574,4.31,4.25,2.61
671,0.31,Very Good,I,VS2,60.7,61.0,435,4.32,4.34,2.63
672,0.4,Good,H,SI2,63.8,57.0,561,4.67,4.7,2.99
673,1.51,Premium,E,SI1,63.0,58.0,8836,7.4,7.27,4.62
674,0.56,Ideal,E,VS1,61.8,55.0,2010,5.28,5.33,3.28
675,0.49,Premium,G,SI1,62.5,58.0,1026,5.03,4.98,3.13
676,1.0,Good,F,VS2,63.9,62.0,6352,6.26,6.32,4.02
677,0.72,Ideal,E,VS2,62.7,55.0,2691,5.76,5.73,3.6
678,0.31,Good,G,VVS2,63.2,58.0,707,4.26,4.32,2.71
679,1.3,Ideal,G,SI2,61.9,57.0,5169,7.01,6.95,4.32
680,0.42,Very Good,D,SI1,62.3,58.0,784,4.8,4.83,3.0
681,1.01,Very Good,H,VS2,62.6,61.0,4821,6.35,6.4,3.99
682,0.36,Ideal,F,SI1,60.1,56.0,770,4.67,4.62,2.79
683,0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46
684,2.01,Good,I,VS2,63.6,57.0,16003,7.87,7.95,5.03
685,0.34,Ideal,G,VS2,62.1,55.0,765,4.49,4.46,2.78
686,0.77,Very Good,J,VVS1,62.8,58.0,2532,5.78,5.84,3.65
687,0.9,Premium,G,SI1,62.2,60.0,3734,6.1,6.16,3.81
688,1.72,Ideal,J,SI1,62.0,57.0,8688,7.66,7.62,4.74
689,0.4,Very Good,D,VS2,62.8,56.0,918,4.71,4.75,2.97
690,0.3,Ideal,G,IF,60.9,57.0,895,4.29,4.32,2.62
691,0.9,Good,I,SI1,63.0,53.0,3196,6.08,6.15,3.85
692,0.7,Good,E,VVS2,63.6,62.0,2858,5.61,5.58,3.56
693,0.6,Very Good,H,VS2,60.8,60.0,1557,5.39,5.44,3.29
694,1.02,Very Good,H,SI2,63.4,63.0,3713,6.36,6.32,4.02
695,1.04,Ideal,F,VS1,61.4,57.0,7015,6.51,6.56,4.01
696,0.7,Very Good,I,VS1,62.4,59.0,2274,5.55,5.64,3.49
697,1.5,Good,H,SI1,61.0,59.0,9394,7.31,7.39,4.48
698,0.3,Very Good,I,VS1,63.0,53.0,473,4.26,4.31,2.7
699,1.07,Ideal,J,VS2,61.6,56.3,4602,6.55,6.59,4.04
700,0.43,Very Good,G,VS2,61.0,56.0,844,4.87,4.89,2.98
701,1.01,Ideal,D,SI1,62.0,55.0,5702,6.39,6.45,3.98
702,0.53,Ideal,E,VVS2,62.2,54.0,2273,5.19,5.23,3.24
703,1.93,Premium,H,VS2,62.8,58.0,17353,7.91,7.86,4.95
704,0.32,Ideal,E,VS2,62.0,55.0,702,4.38,4.46,2.74
705,1.51,Good,E,SI1,65.5,56.0,9539,7.12,7.16,4.68
706,0.51,Very Good,G,VS1,62.7,56.0,1656,5.08,5.13,3.2
707,0.57,Ideal,D,VS2,62.4,57.0,1963,5.32,5.26,3.3
708,0.43,Ideal,F,SI1,61.7,54.0,792,4.86,4.9,3.01
709,0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56
